video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,channelName,subscribers,views,totalVideos,playlistId
UCwFqzyGtnY,HARRY CRAZE,@lifewithseanmmg jumped into the show in #gudaguda 🔥🔥💣He nailed it in this track!😅 #challenge,"With @ybwsmith58  and @lifewithseanmmg  also on board, both known for their hot trends in the music industry as new arbantone artists, the anticipation for Guda Guda music video is high. The potential for the song to break into the top songs is promising, especially if it receives the right promotion.",,2024-06-24T08:46:17Z,48,6,,0,PT38S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
YO_0x6BF-LA,HARRY CRAZE,"Coming Soon; Guda Guda vsls by @HARRYCRAZE254 , @Joefes , @lifewithseanmmg  and @ybwsmith58","“Guda Guda” by @HARRYCRAZE254, @Joefes , @lifewithseanmmg, and @ybwsmith58  is about to drop! 🚀🎥 Get ready for an electrifying Afrobeat collaboration that promises infectious rhythms and catchy lyrics. Let the pulsating beats take you on a musical journey like never before. 🎵🔥 #GudaGuda #challenge #music #dc #newmusic",,2024-06-21T07:09:30Z,152,9,,0,PT31S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
THo0uGDx2pU,HARRY CRAZE,Weekend Vibes With #GudaGuda!🔥🕺🏾💃🏾#newmusic #dancehall #gengetonemusic #fathermoh #harrycraze,"Want to feel nice and good, #GudaGuda by @HARRYCRAZE254 Craze featuring @Joefes , @lifewithseanmmg  and @ybwsmith58  is the it song to go to! Stream it on all digital streaming platforms!🥳🥳🥳",,2024-06-15T08:27:02Z,455,9,,0,PT23S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
PT6jv9Qupy0,HARRY CRAZE,Something 🔥🔥🔥cooking #gudaguda #challenge #newdc #gengetonemusic #arbantone,"Teaming up with @Joefes @lifewithseanmmg ​⁠@ybwsmith58, @HARRYCRAZE254 is cooking something 🔥🔥🔥🔥for you all! Stay tuned for the updates and in the meantime keep streaming the song out on all dsps!🥳🥳🥳",,2024-06-14T13:56:35Z,556,22,,0,PT32S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
0jznwcE7EGY,HARRY CRAZE,🚨Stream #gudaguda out now on all dsps 🚨@Joefes @lifewithseanmmg @ybwsmith58,"New single ""Guda Guda"" is out now on all streaming platforms. It's my first solo release since leaving Rico Gang, and it features Joefes, Sean MMG, and YBW Smith. The song is fire, and you definitely don't want to miss it! 🎶🔥 
Enjoy!",,2024-05-22T09:56:18Z,472,16,,0,PT31S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
qVXPk01P0po,HARRY CRAZE,🚨THE LONG AWAITED KUDADE VIDEO OUT NOW♨️💯❗ #kudadelman #dc #newmusicrelease #challenge,,,2024-05-16T06:44:09Z,328,4,,1,PT23S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
MULUu7kuINA,HARRY CRAZE,Weekend was lit🔥 with @fathermoh  at #UrbantonFest!🎶 #Miondoko #gengetonemusic,,,2024-05-14T06:54:07Z,537,14,,0,PT33S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
rF_pJv6r7yU,HARRY CRAZE,Rate this (1-10) @Joefes  it was fun!! #gudaguda #challenge #newsound #dc,,,2024-05-11T07:33:46Z,208,10,,0,PT1M1S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
BVox0RmJiVM,HARRY CRAZE,"GUDA GUDA ft @Joefes , @lifewithseanmmg  and @ybwsmith58 🔥COMING SOON #viral #gudaguda #DC","Harry Craze, Joefes, Sean MMG, and YBW Smith linked up in the electrifying track #GugaGuda! Let's end the week on a high note and celebrate the power of good music by joining this challenge. Cheers to boppy vibes and unforgettable tunes!",,2024-05-10T10:18:36Z,720,24,,0,PT1M1S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
msT2jgEuJnw,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-18T07:00:29Z,2978,12,,0,PT11S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
Ly9bwQ3Ts2Q,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-17T07:00:10Z,1592,9,,0,PT43S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
XWl4LGtn5kE,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-16T12:05:39Z,727,11,,1,PT51S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
IY7PmN2GGik,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-05T07:00:06Z,1268,17,,2,PT32S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
lhZowRZmFNU,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-04T07:00:18Z,903,17,,0,PT54S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
QTHGA2aiAgY,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-03T07:00:18Z,771,10,,1,PT36S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
SBbpJ76KDbI,HARRY CRAZE,"""Mpoa"" by @HARRYCRAZE254  | Mpoa Challenge","Check Out Mpoa Official Music Video: https://youtu.be/ngfaIF28Vow
""Mpoa"" by Rico Gang 
Stream: https://BlackMarket.lnk.to/MpoaRicoGang
#blackmarketrecords #ricogang #mpoa","['Gengetone', 'Genge', 'RicoGang', 'EthicEntertainment', 'DiamondPlatnumz', 'Rayvanny', 'Wasafi', 'KenyanMusic', 'GhettoAnthems', 'Reggaeton', 'Puetorican', 'OchunguloFamily', 'BoondocksGang', 'Ochungulo Family', 'Music Channels', 'Dancehall', 'Kenyan Music', 'Kenyan Music Channels', 'vic west', 'benzema', 'khaligraph jones', 'sauti sol', 'matata', 'kenyan music', 'trending', 'kuna kuna', 'inauma bien', 'miondoko', 'mungai eve', 'zuchu kwikwi', 'mbosso', 'khan', 'harmonize', 'kamnyweso', 'mejja', 'maandy', 'otile brown', 'kale ka dance', 'punguza ego', 'bariki mzinga', 'mpoa']",2023-12-02T07:00:11Z,626,22,,2,PT41S,hd,false,HARRY CRAZE,71200,15495534,193,UUGKRuOHpEl12cYYlJUO8nvw
