video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,channelName,subscribers,views,totalVideos,playlistId,publishDayName,durationSecs
TxZHoKVwjBI,JOHN DE'MATHEW,John De'Mathew - Thakame Yaitirwo (Official video),John De'Mathew - Thakame Yaitirwo,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:45+00:00,1114651,2547.0,355.0,PT6M50S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,410.0
gn2ZMFypBeg,JOHN DE'MATHEW,John De'Mathew - Nyambura (Official video),John De'Mathew - Nyambura,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:45+00:00,246147,482.0,51.0,PT5M6S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,306.0
pvZSilMZS2o,JOHN DE'MATHEW,John De'Mathew - Ruta Ndwara Githuini (Official video),John De'Mathew - Ruta Ndwara Githuini,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:45+00:00,431123,1122.0,89.0,PT6M58S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,418.0
Cf7MfrWOwz8,JOHN DE'MATHEW,John De'Mathew - Korwo Ni Nii Wee (Official video),John De'Mathew - Korwo Ni Nii Wee,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,319198,816.0,100.0,PT6M55S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,415.0
F4jg4R2Tdvo,JOHN DE'MATHEW,John De'Mathew - Amicus Curie (Official video),John De'Mathew - Amicus Curie,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,103262,211.0,22.0,PT6M11S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,371.0
XR7VBLMeQGU,JOHN DE'MATHEW,John De'Mathew - Geithia Mutumia (Official video),John De'Mathew - Geithia Mutumia,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,1730073,4229.0,462.0,PT6M48S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,408.0
Z-83RwtGMHk,JOHN DE'MATHEW,John De'Mathew - Mwihuguro (Official video),John De'Mathew - Mwihuguro,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,504623,1429.0,171.0,PT6M40S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,400.0
ajixTwT5ojg,JOHN DE'MATHEW,John De'Mathew - Ndireciritie Ngute (Official video),John De'Mathew - Ndireciritie Ngute,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,367080,1258.0,96.0,PT5M50S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,350.0
fShW7-LE_Uo,JOHN DE'MATHEW,John De'Mathew - Armsterdam (Official video),John De'Mathew - Armsterdam,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,677893,1616.0,199.0,PT6M9S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,369.0
jAXZphR8qvg,JOHN DE'MATHEW,John De'Mathew - Kihara (Official video),John De'Mathew - Kihara,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,1392066,2774.0,256.0,PT4M52S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,292.0
rJdt3MrV6Vo,JOHN DE'MATHEW,John De'Mathew - Niwanyumiria Bara (Official video),John De'Mathew - Niwanyumiria Bara,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,224750,410.0,51.0,PT5M46S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,346.0
rLrFSkurKsQ,JOHN DE'MATHEW,John De'Mathew - Mukiha Uria (Official video),John De'Mathew - Mukiha Uria,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,498734,1243.0,175.0,PT7M7S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,427.0
uujuepJVZgk,JOHN DE'MATHEW,John De'Mathew - Emma Waithira (Official video),John De'Mathew - Emma Waithira,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,1243882,2672.0,279.0,PT6M7S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,367.0
xmUxIgfmW_o,JOHN DE'MATHEW,John De'Mathew - Mary (Official video),John De'Mathew - Mary,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,664024,1815.0,436.0,PT5M58S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,358.0
xrgiwGqwaFo,JOHN DE'MATHEW,John De'Mathew - Ndakumbire Kameme - Ini (Official Video),John De'Mathew - Ndakumbire Kameme - Ini,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-18 10:52:44+00:00,416354,1115.0,145.0,PT6M13S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Saturday,373.0
2kZCkBKQAaI,JOHN DE'MATHEW,John De'Mathew - Wimutare Uru (Official video),John De'Mathew - Wimutare Uru,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,76257,172.0,16.0,PT5M42S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,342.0
DStNV6pwFzI,JOHN DE'MATHEW,John De'Mathew - NgikurihiraThiiri (Official video),John De'Mathew - NgikurihiraThiiri,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,343047,891.0,103.0,PT6M2S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,362.0
F3u4v2cG3tw,JOHN DE'MATHEW,John De'Mathew - Mwiyumiririei (Official video),John De'Mathew - Mwiyumiririei,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,118976,340.0,63.0,PT6M14S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,374.0
IVOn8m7Kgd8,JOHN DE'MATHEW,John De'Mathew - Reke Ngutare (Official video),John De'Mathew - Reke Ngutare,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,77284,208.0,24.0,PT5M2S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,302.0
KSvL5pYrFn8,JOHN DE'MATHEW,John De'Mathew - Ningukugitira (Official video),John De'Mathew - Ningukugitira,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,295762,800.0,75.0,PT5M49S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,349.0
c_QbAPteU1g,JOHN DE'MATHEW,John De'Mathew - Ruhiu Rwa Guka (Official video),John De'Mathew - Ruhiu Rwa Guka,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,254109,656.0,80.0,PT6M9S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,369.0
qQ9_EtL7dqw,JOHN DE'MATHEW,John De'Mathew  - Thii Biu (Official video),John De'Mathew  - Thii Biu,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,109182,272.0,39.0,PT5M23S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,323.0
yMAdS8DX5AY,JOHN DE'MATHEW,John De'Mathew  - Kweli Thii ni Igiri (Official video),John De'Mathew  - Kweli Thii ni Igiri,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:50:56+00:00,138636,374.0,52.0,PT6M12S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,372.0
HEeSMmRGRq8,JOHN DE'MATHEW,John De'Mathew - Mugunda wa Ngoro (Official video),John De'Mathew - Mugunda wa Ngoro,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,255250,764.0,69.0,PT5M1S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,301.0
OrTbsKUFq2Q,JOHN DE'MATHEW,John De'Mathew - Gathoni (Official video),John De'Mathew - Gathoni,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,892519,1767.0,242.0,PT5M35S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,335.0
eZgAUfMwavY,JOHN DE'MATHEW,John De'Mathew - Ngoro ciao Nindwaru (Official video),John De'Mathew - Ngoro ciao Nindwaru,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,185535,486.0,50.0,PT5M56S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,356.0
kwHOvVq1i-E,JOHN DE'MATHEW,John De'Mathew - Nitumugocithie (Official video),John De'Mathew - Nitumugocithie,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,162659,504.0,58.0,PT10M27S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,627.0
tq2fwpVHq5A,JOHN DE'MATHEW,John De'Mathew - Turagio Ki ? (Official video),John De'Mathew - Turagio Ki ?,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,306244,1093.0,139.0,PT5M28S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,328.0
wliimgVr_Xc,JOHN DE'MATHEW,John De'Mathew - Sarafina (Official video),John De'Mathew - Sarafina,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,844231,1987.0,261.0,PT6M24S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,384.0
xSR4O4jOsS8,JOHN DE'MATHEW,John De'Mathew - Nyoni ya Njamba (Official video),John De'Mathew - Nyoni ya Njamba,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,1625668,3086.0,319.0,PT5M7S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,307.0
yZQffIdIobs,JOHN DE'MATHEW,John De'Mathew - Mami Ke Nguinire (Official video),John De'Mathew - Mami Ke Nguinire,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:42:47+00:00,1535338,4818.0,423.0,PT4M35S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,275.0
16e8lccAgEY,JOHN DE'MATHEW,John De'Mathew - Mobile (Official video),John De'Mathew - Mobile,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,198758,568.0,68.0,PT6M6S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,366.0
EZdN6Ke4Gqk,JOHN DE'MATHEW,John De'Mathew - Purity (Official video),John De'Mathew - Purity,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,293914,820.0,64.0,PT5M25S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,325.0
IQ16_c9-Byo,JOHN DE'MATHEW,John De'Mathew - Mundu wina Rwake (Official video),John De'Mathew - Mundu wina Rwake,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,798401,1898.0,224.0,PT5M17S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,317.0
ZO1FQPiEqII,JOHN DE'MATHEW,John De'Mathew - Mburi ya Rwanio (Official video),John De'Mathew - Mburi ya Rwanio,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,641366,1271.0,127.0,PT5M28S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,328.0
bbkKfi_BcD8,JOHN DE'MATHEW,John De'Mathew - Njata Yakwa (Official video),John De'Mathew - Njata Yakwa,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,5081407,15896.0,1370.0,PT4M59S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,299.0
fL9ZLMRh1S4,JOHN DE'MATHEW,John De'Mathew - Rekia Nyambura (Official video),John De'Mathew - Rekia Nyambura,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,93125,339.0,38.0,PT5M20S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,320.0
hiLgjplgS8M,JOHN DE'MATHEW,John De'Mathew - Nduka ya Thayu (Official video),John De'Mathew - Nduka ya Thayu,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,448182,827.0,67.0,PT6M38S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,398.0
uMXvRTCox7o,JOHN DE'MATHEW,John De'Mathew  - Weriire na Gaku (Official video),John De'Mathew  - Weriire na Gaku,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:29:55+00:00,183508,480.0,52.0,PT4M42S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,282.0
CXbwSRl3s-s,JOHN DE'MATHEW,John De'Mathew - Githie Ngwage (Official video),John De'Mathew - Githie Ngwage,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:09:08+00:00,217202,558.0,89.0,PT4M56S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,296.0
DsvB9bztAkc,JOHN DE'MATHEW,John De'Mathew - Uhiki Ti Undu Munene (Official video),John De'Mathew - Uhiki Ti Undu Munene,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:09:08+00:00,498224,1174.0,155.0,PT5M17S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,317.0
FzJEc08kFPg,JOHN DE'MATHEW,John De'Mathew - Nyuguto (Official video),John De'Mathew - Nyuguto,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:09:08+00:00,191584,408.0,41.0,PT5M3S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,303.0
UWb2mctewBU,JOHN DE'MATHEW,John De'Mathew - Sabina (Official video),John De'Mathew - Sabina,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:09:08+00:00,458925,1300.0,196.0,PT4M59S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,299.0
bDWJyet34yU,JOHN DE'MATHEW,John De'Mathew - Wairimu (Official video),John De'Mathew - Wairimu,"[""John De'Mathew"", 'Kikuyu Songs', 'Kikuyu Music', 'Kenyan Music', 'Arume Kwina Mbu', 'Jogoo ya Town', 'MenyeMenye', 'Niki wacokera', 'Nyumba Mwinau', 'Njambi', 'Thiina Ni Umwe na Arume', 'Susanah', 'Ngomma']",2017-03-17 16:09:08+00:00,143602,663.0,87.0,PT5M11S,sd,False,JOHN DE'MATHEW,432000.0,144787351.0,423.0,UUWDxHAG4OSFX8JRWiZmQ83w,Friday,311.0
