order_id,id,product_id,city,order_date,delivery_time_minutes,is_cancelled
103,162,11,Mombasa,2025-08-20 21:00:00,39,0
104,116,8,Eldoret,2025-08-17 03:00:00,62,0
105,117,18,Eldoret,2025-08-19 00:00:00,131,1
106,152,11,Eldoret,2025-08-19 09:00:00,53,1
107,58,2,Nakuru,2025-08-17 03:00:00,202,0
108,109,1,Kisumu,2025-08-18 06:00:00,163,0
109,109,13,Mombasa,2025-08-21 18:00:00,218,1
110,44,13,Kisumu,2025-08-19 15:00:00,160,1
111,47,13,Kisumu,2025-08-20 21:00:00,231,0
112,66,10,Nakuru,2025-08-18 00:00:00,205,1
113,116,11,Kisumu,2025-08-21 21:00:00,91,1
114,45,18,Kisumu,2025-08-20 00:00:00,53,1
115,39,24,Mombasa,2025-08-17 18:00:00,149,0
116,116,20,Nakuru,2025-08-17 18:00:00,192,0
117,179,22,Kisumu,2025-08-19 12:00:00,134,1
118,2,19,Nairobi,2025-08-17 12:00:00,104,0
119,66,19,Nakuru,2025-08-20 09:00:00,178,0
120,1,6,Nakuru,2025-08-20 18:00:00,232,1
121,39,1,Mombasa,2025-08-18 15:00:00,66,1
122,40,7,Nairobi,2025-08-20 18:00:00,232,0
123,77,1,Mombasa,2025-08-17 21:00:00,46,0
124,196,17,Eldoret,2025-08-19 00:00:00,237,0
125,45,1,Eldoret,2025-08-20 03:00:00,236,1
126,116,3,Eldoret,2025-08-20 00:00:00,141,1
127,165,19,Eldoret,2025-08-19 06:00:00,119,1
128,20,15,Nakuru,2025-08-17 00:00:00,147,0
129,42,1,Nairobi,2025-08-17 06:00:00,187,1
130,48,9,Eldoret,2025-08-21 09:00:00,211,1
131,130,10,Eldoret,2025-08-20 03:00:00,76,0
132,67,6,Mombasa,2025-08-21 21:00:00,213,1
133,79,3,Mombasa,2025-08-17 12:00:00,38,0
134,197,10,Kisumu,2025-08-19 09:00:00,198,1
135,167,15,Eldoret,2025-08-20 21:00:00,191,1
136,160,3,Eldoret,2025-08-17 18:00:00,172,1
137,172,4,Nairobi,2025-08-21 18:00:00,51,1
138,187,3,Eldoret,2025-08-18 21:00:00,81,0
139,159,22,Eldoret,2025-08-18 00:00:00,73,0
140,92,12,Eldoret,2025-08-21 18:00:00,199,1
141,82,3,Mombasa,2025-08-20 18:00:00,138,0
142,155,9,Mombasa,2025-08-20 15:00:00,157,0
143,176,22,Kisumu,2025-08-18 18:00:00,72,0
144,86,9,Eldoret,2025-08-20 00:00:00,118,1
145,177,11,Kisumu,2025-08-17 09:00:00,56,0
146,174,1,Mombasa,2025-08-18 00:00:00,222,1
147,30,3,Nakuru,2025-08-21 06:00:00,232,1
148,65,9,Nairobi,2025-08-17 12:00:00,119,0
149,137,19,Mombasa,2025-08-17 03:00:00,222,1
150,159,4,Kisumu,2025-08-21 00:00:00,148,0
151,46,17,Nairobi,2025-08-19 06:00:00,137,1
152,110,22,Kisumu,2025-08-17 06:00:00,194,0
153,125,11,Kisumu,2025-08-21 21:00:00,137,1
154,69,4,Eldoret,2025-08-20 00:00:00,84,0
155,53,19,Mombasa,2025-08-21 15:00:00,219,0
156,197,24,Mombasa,2025-08-19 18:00:00,31,1
157,199,17,Kisumu,2025-08-19 21:00:00,227,0
158,46,4,Nakuru,2025-08-21 15:00:00,69,1
159,40,23,Nakuru,2025-08-21 09:00:00,64,1
160,66,3,Kisumu,2025-08-18 06:00:00,81,1
161,120,14,Kisumu,2025-08-21 15:00:00,136,1
162,128,23,Nairobi,2025-08-17 09:00:00,109,0
163,135,6,Nairobi,2025-08-19 18:00:00,192,0
164,125,3,Mombasa,2025-08-17 18:00:00,178,0
165,114,14,Nakuru,2025-08-21 21:00:00,173,1
166,53,5,Eldoret,2025-08-19 18:00:00,107,0
167,47,12,Mombasa,2025-08-21 06:00:00,96,1
168,168,11,Nairobi,2025-08-21 06:00:00,153,1
169,151,10,Nakuru,2025-08-17 03:00:00,210,0
170,71,23,Kisumu,2025-08-21 00:00:00,177,0
171,33,1,Nairobi,2025-08-19 09:00:00,32,0
172,184,13,Eldoret,2025-08-21 03:00:00,84,0
173,30,24,Eldoret,2025-08-21 09:00:00,56,0
174,189,24,Nakuru,2025-08-20 21:00:00,185,0
175,113,17,Nakuru,2025-08-17 12:00:00,225,0
176,133,3,Eldoret,2025-08-17 09:00:00,225,1
177,43,10,Kisumu,2025-08-19 00:00:00,186,1
178,132,12,Nairobi,2025-08-18 12:00:00,52,0
179,194,23,Mombasa,2025-08-19 18:00:00,130,1
180,95,22,Nairobi,2025-08-21 09:00:00,78,0
181,58,17,Eldoret,2025-08-21 12:00:00,99,0
182,71,20,Kisumu,2025-08-21 15:00:00,80,1
183,82,16,Eldoret,2025-08-20 12:00:00,165,0
184,23,13,Nakuru,2025-08-17 09:00:00,143,0
185,142,9,Nakuru,2025-08-17 18:00:00,154,1
186,198,21,Eldoret,2025-08-18 00:00:00,47,0
187,2,1,Mombasa,2025-08-20 09:00:00,123,1
188,105,2,Mombasa,2025-08-20 06:00:00,167,0
189,63,2,Eldoret,2025-08-20 03:00:00,118,1
190,173,5,Mombasa,2025-08-19 15:00:00,107,0
191,126,3,Mombasa,2025-08-20 06:00:00,147,0
192,33,16,Mombasa,2025-08-19 00:00:00,229,0
193,45,18,Nairobi,2025-08-19 03:00:00,114,1
194,114,1,Kisumu,2025-08-20 18:00:00,179,0
195,139,10,Kisumu,2025-08-17 06:00:00,61,1
196,111,4,Nairobi,2025-08-19 12:00:00,91,0
197,24,14,Mombasa,2025-08-20 00:00:00,123,0
198,168,9,Kisumu,2025-08-18 06:00:00,200,1
199,137,13,Nairobi,2025-08-19 09:00:00,154,0
200,127,9,Nakuru,2025-08-19 21:00:00,119,0
