order_id,id,product_id,city,order_date,delivery_time_minutes,is_cancelled
44,80,5,Mombasa,2025-09-17,138,1
45,178,20,Nairobi,2025-11-01,166,1
46,80,22,Kisumu,2025-09-12,182,1
47,35,1,Nairobi,2025-10-03,151,0
48,125,24,Eldoret,2025-10-15,228,0
49,122,9,Eldoret,2025-10-10,131,1
50,118,7,Kisumu,2025-10-29,186,1
51,153,21,Nairobi,2025-10-10,155,0
52,36,19,Mombasa,2025-11-13,99,1
53,114,12,Nairobi,2025-10-17,226,0
54,129,16,Nairobi,2025-10-22,219,0
55,29,13,Eldoret,2025-08-27,186,1
56,5,11,Nairobi,2025-10-15,176,0
57,79,21,Kisumu,2025-11-05,200,0
58,198,13,Nairobi,2025-08-26,206,0
59,77,11,Eldoret,2025-11-03,31,1
60,63,13,Eldoret,2025-09-22,90,0
61,4,22,Kisumu,2025-11-09,136,1
62,22,1,Kisumu,2025-11-09,104,1
63,194,19,Nakuru,2025-09-03,99,0
64,61,23,Mombasa,2025-10-02,232,1
65,80,15,Eldoret,2025-08-27,154,0
66,172,23,Eldoret,2025-10-27,186,0
67,196,20,Nakuru,2025-09-30,159,0
68,100,23,Nairobi,2025-10-05,59,0
69,35,1,Kisumu,2025-10-26,88,0
70,88,4,Nairobi,2025-10-30,51,1
71,163,23,Nairobi,2025-09-02,130,1
72,122,11,Eldoret,2025-11-16,236,1
73,33,17,Eldoret,2025-10-24,61,1
74,16,24,Nakuru,2025-09-20,236,1
75,3,4,Eldoret,2025-10-08,229,1
76,54,10,Kisumu,2025-10-18,104,0
77,172,21,Nairobi,2025-09-22,191,1
78,111,11,Eldoret,2025-08-29,206,0
79,148,8,Mombasa,2025-10-17,157,0
80,96,4,Nairobi,2025-10-07,176,0
81,169,6,Nakuru,2025-10-31,32,1
82,151,7,Nakuru,2025-09-06,91,1
83,21,5,Nairobi,2025-11-10,110,1
84,160,10,Eldoret,2025-10-21,61,0
85,23,11,Mombasa,2025-11-11,172,1
86,183,1,Mombasa,2025-09-18,91,1
87,87,11,Nairobi,2025-11-01,218,0
88,142,24,Nakuru,2025-09-02,174,1
89,189,4,Mombasa,2025-09-25,189,1
90,61,7,Nairobi,2025-09-27,111,1
91,39,3,Mombasa,2025-08-25,194,0
92,25,19,Nakuru,2025-10-11,51,1
93,81,8,Nairobi,2025-09-07,89,0
94,35,19,Nairobi,2025-10-05,96,0
95,53,14,Mombasa,2025-09-01,143,1
96,81,14,Kisumu,2025-10-13,173,1
97,78,3,Mombasa,2025-10-03,210,1
98,10,4,Eldoret,2025-10-29,34,0
99,60,19,Nakuru,2025-11-09,202,0
100,49,19,Mombasa,2025-10-26,39,1
101,55,10,Kisumu,2025-09-07,91,1
102,94,20,Kisumu,2025-10-16,136,0
103,115,22,Nakuru,2025-10-17,182,0
104,97,14,Nairobi,2025-10-10,57,0
105,1,21,Nairobi,2025-10-30,34,0
106,67,24,Mombasa,2025-10-02,67,1
107,176,23,Nakuru,2025-09-04,195,0
108,116,21,Kisumu,2025-10-30,179,1
109,43,11,Nakuru,2025-09-17,193,0
110,97,4,Nairobi,2025-11-18,75,0
111,183,10,Nairobi,2025-08-19,234,0
112,15,21,Kisumu,2025-09-30,193,0
113,146,24,Kisumu,2025-10-31,70,1
114,67,5,Kisumu,2025-09-24,91,0
115,152,12,Nakuru,2025-08-26,143,0
116,104,21,Nairobi,2025-08-27,198,1
117,108,18,Nakuru,2025-10-25,104,0
118,45,13,Kisumu,2025-09-22,204,1
119,72,17,Kisumu,2025-11-10,66,0
120,112,8,Eldoret,2025-08-20,101,1
121,169,8,Nakuru,2025-09-23,102,1
122,117,11,Kisumu,2025-08-30,210,1
123,178,12,Mombasa,2025-08-20,117,1
124,192,10,Eldoret,2025-10-05,215,0
125,177,14,Nakuru,2025-08-20,221,0
126,65,24,Nairobi,2025-10-06,42,1
127,119,3,Kisumu,2025-11-09,156,1
128,117,18,Nairobi,2025-09-07,153,0
129,179,23,Kisumu,2025-09-17,177,0
130,177,5,Mombasa,2025-10-06,206,1
131,165,22,Kisumu,2025-08-18,163,0
132,68,9,Nakuru,2025-11-14,160,1
133,149,21,Kisumu,2025-08-28,150,0
134,134,16,Nakuru,2025-11-04,106,0
135,80,24,Nakuru,2025-09-29,217,1
136,166,18,Kisumu,2025-11-06,130,0
137,155,2,Kisumu,2025-11-06,125,1
138,187,6,Eldoret,2025-10-07,192,1
139,105,2,Kisumu,2025-09-02,179,1
140,46,8,Nakuru,2025-08-19,236,0
141,28,19,Kisumu,2025-08-18,46,0
142,6,11,Nairobi,2025-09-12,57,1
143,148,16,Mombasa,2025-08-30,147,1
144,173,12,Kisumu,2025-08-29,235,1
145,183,23,Eldoret,2025-11-16,46,0
146,75,21,Nakuru,2025-10-13,225,0
147,192,13,Nakuru,2025-09-14,169,1
148,56,11,Nairobi,2025-08-19,131,0
149,111,6,Mombasa,2025-11-22,95,0
150,198,19,Kisumu,2025-10-03,203,0
151,37,16,Kisumu,2025-10-01,128,1
152,181,12,Kisumu,2025-09-29,89,0
153,16,2,Eldoret,2025-10-31,154,0
154,189,17,Mombasa,2025-09-10,37,1
155,198,3,Nairobi,2025-10-04,195,1
156,32,24,Eldoret,2025-08-22,218,1
157,21,5,Nairobi,2025-10-11,171,1
158,93,5,Eldoret,2025-08-22,131,0
159,151,15,Kisumu,2025-09-25,79,0
160,52,23,Nairobi,2025-08-18,198,1
161,138,4,Kisumu,2025-08-27,99,0
162,83,21,Mombasa,2025-10-07,54,0
163,74,20,Kisumu,2025-09-18,183,1
164,112,14,Nairobi,2025-09-26,161,1
165,64,4,Mombasa,2025-10-15,192,1
166,158,13,Nairobi,2025-11-01,139,1
167,161,23,Nakuru,2025-09-24,199,1
168,137,3,Nairobi,2025-08-25,81,0
169,11,15,Mombasa,2025-11-23,52,0
170,31,8,Eldoret,2025-11-24,235,0
171,55,17,Eldoret,2025-09-11,119,1
172,38,11,Mombasa,2025-10-17,37,1
173,70,5,Nakuru,2025-08-30,71,1
174,156,15,Nakuru,2025-08-20,194,1
175,78,21,Nairobi,2025-11-19,125,0
176,148,20,Kisumu,2025-08-25,59,1
177,37,22,Nakuru,2025-08-23,41,1
178,171,11,Kisumu,2025-10-28,187,0
179,97,21,Mombasa,2025-08-30,140,0
180,106,11,Nairobi,2025-10-02,32,1
181,175,11,Eldoret,2025-10-16,58,1
182,44,22,Eldoret,2025-11-16,214,0
183,10,4,Kisumu,2025-09-13,134,1
184,165,13,Eldoret,2025-10-31,70,0
185,72,16,Nairobi,2025-09-01,183,1
186,35,14,Nairobi,2025-09-28,110,0
187,166,12,Eldoret,2025-09-18,167,1
188,128,22,Nakuru,2025-10-26,65,1
189,143,3,Kisumu,2025-08-30,189,1
190,49,16,Mombasa,2025-08-24,106,0
191,139,24,Nakuru,2025-11-13,127,1
192,199,14,Nakuru,2025-10-19,195,0
193,11,19,Eldoret,2025-11-04,225,1
194,63,21,Eldoret,2025-09-13,235,1
195,106,12,Mombasa,2025-10-14,45,0
196,62,6,Kisumu,2025-10-15,35,0
197,98,15,Eldoret,2025-10-08,175,1
198,196,14,Mombasa,2025-10-01,205,0
199,109,23,Mombasa,2025-09-17,233,0
200,85,13,Nairobi,2025-10-28,63,1
